                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4547,                 1.9316,                 1.7682,                0.86989,                0.84615,                0.84554,                0.70438,                0.86316,                 1.2658,                 1.3752,                 0.0001,                 0.0001,                 0.0001
